SKU,recent_avg_sales,previous_avg_sales,sales_trend,target
JNE3838-KR-XL,0.9,0.4666666666666667,0.2954545454545454,2
JNE3838-KR-XS,0.2,0.2,0.0,1
JNE3838-KR-XXL,1.0666666666666669,0.2333333333333333,0.6756756756756755,2
JNE3838-KR-XXXL,0.6666666666666666,0.2333333333333333,0.3513513513513513,2
JNE3856-KR-L,0.3,0.0666666666666666,0.21875,2
JNE3856-KR-M,0.1,0.0333333333333333,0.064516129032258,1
JNE3856-KR-XL,0.2333333333333333,0.0333333333333333,0.1935483870967742,2
JNE3856-KR-XXL,0.2333333333333333,0.0333333333333333,0.1935483870967742,2
JNE3856-KR-XXXL,0.2666666666666666,0.1,0.1515151515151515,2
JNE3860-DR-L,0.5,0.1666666666666666,0.2857142857142857,2
JNE3860-DR-M,0.5,0.0333333333333333,0.4516129032258064,2
JNE3860-DR-XXL,0.4666666666666667,0.1333333333333333,0.2941176470588236,2
JNE3860-DR-XXXL,0.6666666666666666,0.4,0.1904761904761904,2
JNE3861-DR-L,1.0,0.7,0.1764705882352941,2
JNE3861-DR-M,0.2333333333333333,0.4333333333333333,-0.1395348837209302,0
JNE3861-DR-S,0.5333333333333333,0.3333333333333333,0.15,2
JNE3861-DR-XL,0.4333333333333333,1.0333333333333334,-0.2950819672131148,0
JNE3861-DR-XXL,0.7666666666666667,0.6,0.1041666666666667,2
JNE3861-DR-XXXL,0.1,0.3333333333333333,-0.175,0
JNE3863-TU-M,0.1666666666666666,0.4,-0.1666666666666667,0
